00GE               20221025                                                                                   
0601GEC0N       20230101008195005000020000 0000000000003474   
0601GEC0N       20230101008215005000020000 0000000000003476   
0601GEC0N       20230101008235005000020000 0000000000003478   
0601GEC0N       20230101008255005000020000 0000000000003480   
0601GEC0N       20230101008275005000020000 0000000000003482   
0601GEC0N       20230101008295005000020000 0000000000003484   
0601GEC0N       20230101008315005000020000 0000000000003485   
0601GEC0N       20230101008335005000020000 0000000000003487   
0601GEC0N       20230101008355005000020000 0000000000003488   
0601GEC0N       20230101008375005000020000 0000000000003490   
0601GEC0N       20230101008395005000020000 0000000000003491   
0601GEC0N       20230101008415005000020000 0000000000003493   
0601GEC0N       20230101008435005000020000 0000000000003494   
0601GEC0N       20230101008455005000020000 0000000000003496   
0601GEC0N       20230101008475005000020000 0000000000003497   
0601GEC0N       20230101008495005000020000 0000000000003499   
0601GEC0N       20230101008515005000020000 0000000000003500   
0601GEC0N       20230101008535005000020000 0000000000003502   
0601GEC0N       20230101008555005000020000 0000000000003503   
0601GEC0N       20230101008575005000020000 0000000000003505   
0601GEC0N       20230101008595005000020000 0000000000003506   
0601GEC0N       20230101008615005000020000 0000000000003507   
0601GEC0N       20230101008635005000020000 0000000000003509   
0601GEC0N       20230101008655005000020000 0000000000003510   
0601GEC0N       20230101008675005000020000 0000000000003512   
0601GEC0N       20230101008695005000020000 0000000000003513   
0601GEC0N       20230101008715005000020000 0000000000003515   
0601GEC0N       20230101008735005000020000 0000000000003516   
0601GEC0N       20230101008755005000020000 0000000000003517   
0601GEC0N       20230101008775005000020000 0000000000003519   
0601GEC0N       20230101008795005000020000 0000000000003520   
0601GEC0N       20230101008815005000020000 0000000000003521   
0601GEC0N       20230101008835005000020000 0000000000003523   
0601GEC0N       20230101008855005000020000 0000000000003524   
0601GEC0N       20230101008875005000020000 0000000000003526   
0601GEC0N       20230101008895005000020000 0000000000003527   
0601GEC0N       20230101008915005000020000 0000000000003528   
0601GEC0N       20230101008935005000020000 0000000000003530   
0601GEC0N       20230101008955005000020000 0000000000003531   
0601GEC0N       20230101008975005000020000 0000000000003532   
0601GEC0N       20230101008995005000020000 0000000000003534   
0601GEC0N       20230101009015005000020000 0000000000003535   
0601GEC0N       20230101009035005000020000 0000000000003536   
0601GEC0N       20230101009055005000020000 0000000000003537   
0601GEC0N       20230101009075005000020000 0000000000003539   
0601GEC0N       20230101009095005000020000 0000000000003540   
0601GEC0N       20230101009115005000020000 0000000000003541   
0601GEC0N       20230101009135005000020000 0000000000003543   
0601GEC0N       20230101009155005000020000 0000000000003544   
0601GEC0N       20230101009175005000020000 0000000000003545   
0601GEC0N       20230101009195005000020000 0000000000003546   
0601GEC0N       20230101009215005000020000 0000000000003548   
0601GEC0N       20230101009235005000020000 0000000000003549   
0601GEC0N       20230101009255005000020000 0000000000003550   
0601GEC0N       20230101009275005000020000 0000000000003551   
0601GEC0N       20230101009295005000020000 0000000000003553   
0601GEC0N       20230101009315005000020000 0000000000003554   
0601GEC0N       20230101009335005000020000 0000000000003555   
0601GEC0N       20230101009355005000020000 0000000000003556   
0601GEC0N       20230101009375005000020000 0000000000003558   
0601GEC0N       20230101009395005000020000 0000000000003559   
0601GEC0N       20230101009415005000020000 0000000000003560   
0601GEC0N       20230101009435005000020000 0000000000003561   
0601GEC0N       20230101009455005000020000 0000000000003563   
0601GEC0N       20230101009475005000020000 0000000000003564   
0601GEC0N       20230101009495005000020000 0000000000003565   
0601GEC0N       20230101009515005000020000 0000000000003566   
0601GEC0N       20230101009535005000020000 0000000000003567   
0601GEC0N       20230101009555005000020000 0000000000003568   
0601GEC0N       20230101009575005000020000 0000000000003570   
0601GEC0N       20230101009595005000020000 0000000000003571   
0601GEC0N       20230101009615005000020000 0000000000003572   
0601GEC0N       20230101009635005000020000 0000000000003573   
0601GEC0N       20230101009655005000020000 0000000000003574   
0601GEC0N       20230101009675005000020000 0000000000003575   
0601GEC0N       20230101009695005000020000 0000000000003576   
0601GEC0N       20230101009715005000020000 0000000000003578   
0601GEC0N       20230101009735005000020000 0000000000003579   
0601GEC0N       20230101009755005000020000 0000000000003580   
0601GEC0N       20230101009775005000020000 0000000000003581   
0601GEC0N       20230101009795005000020000 0000000000003582   
0601GEC0N       20230101009815005000020000 0000000000003583   
0601GEC0N       20230101009835005000020000 0000000000003584   
0601GEC0N       20230101009855005000020000 0000000000003585   
0601GEC0N       20230101009875005000020000 0000000000003587   
0601GEC0N       20230101009895005000020000 0000000000003588   
0601GEC0N       20230101009915005000020000 0000000000003589   
0601GEC0N       20230101009935005000020000 0000000000003590   
0601GEC0N       20230101009955005000020000 0000000000003591   
0601GEC0N       20230101009975005000020000 0000000000003592   
0601GEC0N       20230101009995005000020000 0000000000003593   
0601GEC0N       20230101010015005999999999 0000000000003594   
0601GEC1N       20230101000000100000315000 0100000000000000   
0601GEC1N       20230101000315005000005000 0100000000000006   
0601GEC1N       20230101000320005000005000 0100000000000024   
0601GEC1N       20230101000325005000005000 0100000000000042   
0601GEC1N       20230101000330005000005000 0100000000000059   
0601GEC1N       20230101000335005000005000 0100000000000075   
0601GEC1N       20230101000340005000005000 0100000000000091   
0601GEC1N       20230101000345005000005000 0100000000000107   
0601GEC1N       20230101000350005000005000 0100000000000122   
0601GEC1N       20230101000355005000005000 0100000000000138   
0601GEC1N       20230101000360005000005000 0100000000000155   
0601GEC1N       20230101000365005000005000 0100000000000171   
0601GEC1N       20230101000370005000005000 0100000000000186   
0601GEC1N       20230101000375005000005000 0100000000000202   
0601GEC1N       20230101000380005000005000 0100000000000219   
0601GEC1N       20230101000385005000005000 0100000000000235   
0601GEC1N       20230101000390005000005000 0100000000000251   
0601GEC1N       20230101000395005000005000 0100000000000267   
0601GEC1N       20230101000400005000005000 0100000000000283   
0601GEC1N       20230101000405005000005000 0100000000000300   
0601GEC1N       20230101000410005000005000 0100000000000315   
0601GEC1N       20230101000415005000005000 0100000000000331   
0601GEC1N       20230101000420005000005000 0100000000000348   
0601GEC1N       20230101000425005000005000 0100000000000364   
0601GEC1N       20230101000430005000005000 0100000000000381   
0601GEC1N       20230101000435005000005000 0100000000000396   
0601GEC1N       20230101000440005000005000 0100000000000412   
0601GEC1N       20230101000445005000005000 0100000000000427   
0601GEC1N       20230101000450005000005000 0100000000000445   
0601GEC1N       20230101000455005000005000 0100000000000461   
0601GEC1N       20230101000460005000005000 0100000000000477   
0601GEC1N       20230101000465005000005000 0100000000000493   
0601GEC1N       20230101000470005000005000 0100000000000508   
0601GEC1N       20230101000475005000005000 0100000000000525   
0601GEC1N       20230101000480005000005000 0100000000000542   
0601GEC1N       20230101000485005000005000 0100000000000559   
0601GEC1N       20230101000490005000005000 0100000000000575   
0601GEC1N       20230101000495005000005000 0100000000000591   
0601GEC1N       20230101000500005000005000 0100000000000607   
0601GEC1N       20230101000505005000005000 0100000000000622   
0601GEC1N       20230101000510005000005000 0100000000000637   
0601GEC1N       20230101000515005000005000 0100000000000653   
0601GEC1N       20230101000520005000005000 0100000000000669   
0601GEC1N       20230101000525005000005000 0100000000000684   
0601GEC1N       20230101000530005000005000 0100000000000700   
0601GEC1N       20230101000535005000005000 0100000000000715   
0601GEC1N       20230101000540005000005000 0100000000000729   
0601GEC1N       20230101000545005000005000 0100000000000744   
0601GEC1N       20230101000550005000005000 0100000000000758   
0601GEC1N       20230101000555005000005000 0100000000000773   
0601GEC1N       20230101000560005000005000 0100000000000788   
0601GEC1N       20230101000565005000005000 0100000000000803   
0601GEC1N       20230101000570005000005000 0100000000000812   
0601GEC1N       20230101000575005000005000 0100000000000821   
0601GEC1N       20230101000580005000005000 0100000000000830   
0601GEC1N       20230101000585005000005000 0100000000000838   
0601GEC1N       20230101000590005000005000 0100000000000847   
0601GEC1N       20230101000595005000005000 0100000000000855   
0601GEC1N       20230101000600005000005000 0100000000000864   
0601GEC1N       20230101000605005000005000 0100000000000872   
0601GEC1N       20230101000610005000005000 0100000000000880   
0601GEC1N       20230101000615005000005000 0100000000000888   
0601GEC1N       20230101000620005000005000 0100000000000896   
0601GEC1N       20230101000625005000005000 0100000000000904   
0601GEC1N       20230101000630005000005000 0100000000000912   
0601GEC1N       20230101000635005000005000 0100000000000920   
0601GEC1N       20230101000640005000005000 0100000000000929   
0601GEC1N       20230101000645005000005000 0100000000000937   
0601GEC1N       20230101000650005000005000 0100000000000945   
0601GEC1N       20230101000655005000005000 0100000000000952   
0601GEC1N       20230101000660005000005000 0100000000000960   
0601GEC1N       20230101000665005000005000 0100000000000968   
0601GEC1N       20230101000670005000005000 0100000000000976   
0601GEC1N       20230101000675005000005000 0100000000000983   
0601GEC1N       20230101000680005000005000 0100000000000991   
0601GEC1N       20230101000685005000005000 0100000000000998   
0601GEC1N       20230101000690005000005000 0100000000001006   
0601GEC1N       20230101000695005000005000 0100000000001013   
0601GEC1N       20230101000700005000005000 0100000000001021   
0601GEC1N       20230101000705005000005000 0100000000001028   
0601GEC1N       20230101000710005000005000 0100000000001036   
0601GEC1N       20230101000715005000005000 0100000000001043   
0601GEC1N       20230101000720005000005000 0100000000001051   
0601GEC1N       20230101000725005000005000 0100000000001058   
0601GEC1N       20230101000730005000005000 0100000000001065   
0601GEC1N       20230101000735005000005000 0100000000001072   
0601GEC1N       20230101000740005000005000 0100000000001080   
0601GEC1N       20230101000745005000005000 0100000000001087   
0601GEC1N       20230101000750005000005000 0100000000001094   
0601GEC1N       20230101000755005000005000 0100000000001101   
0601GEC1N       20230101000760005000005000 0100000000001107   
0601GEC1N       20230101000765005000005000 0100000000001114   
0601GEC1N       20230101000770005000005000 0100000000001121   
0601GEC1N       20230101000775005000005000 0100000000001128   
0601GEC1N       20230101000780005000005000 0100000000001135   
0601GEC1N       20230101000785005000005000 0100000000001141   
0601GEC1N       20230101000790005000005000 0100000000001148   
0601GEC1N       20230101000795005000005000 0100000000001154   
0601GEC1N       20230101000800005000005000 0100000000001161   
0601GEC1N       20230101000805005000005000 0100000000001167   
0601GEC1N       20230101000810005000005000 0100000000001174   
0601GEC1N       20230101000815005000005000 0100000000001180   
0601GEC1N       20230101000820005000005000 0100000000001186   
0601GEC1N       20230101000825005000005000 0100000000001192   
0601GEC1N       20230101000830005000005000 0100000000001199   
0601GEC1N       20230101000835005000005000 0100000000001205   
0601GEC1N       20230101000840005000005000 0100000000001211   
0601GEC1N       20230101000845005000005000 0100000000001218   
0601GEC1N       20230101000850005000005000 0100000000001224   
0601GEC1N       20230101000855005000005000 0100000000001230   
0601GEC1N       20230101000860005000005000 0100000000001236   
0601GEC1N       20230101000865005000005000 0100000000001243   
0601GEC1N       20230101000870005000005000 0100000000001249   
0601GEC1N       20230101000875005000005000 0100000000001255   
0601GEC1N       20230101000880005000005000 0100000000001261   
0601GEC1N       20230101000885005000005000 0100000000001267   
0601GEC1N       20230101000890005000005000 0100000000001273   
0601GEC1N       20230101000895005000005000 0100000000001279   
0601GEC1N       20230101000900005000005000 0100000000001284   
0601GEC1N       20230101000905005000005000 0100000000001290   
0601GEC1N       20230101000910005000005000 0100000000001296   
0601GEC1N       20230101000915005000005000 0100000000001302   
0601GEC1N       20230101000920005000005000 0100000000001308   
0601GEC1N       20230101000925005000005000 0100000000001313   
0601GEC1N       20230101000930005000005000 0100000000001319   
0601GEC1N       20230101000935005000005000 0100000000001324   
0601GEC1N       20230101000940005000005000 0100000000001330   
0601GEC1N       20230101000945005000005000 0100000000001335   
0601GEC1N       20230101000950005000005000 0100000000001341   
0601GEC1N       20230101000955005000005000 0100000000001347   
0601GEC1N       20230101000960005000005000 0100000000001352   
0601GEC1N       20230101000965005000005000 0100000000001358   
0601GEC1N       20230101000970005000005000 0100000000001363   
0601GEC1N       20230101000975005000005000 0100000000001369   
0601GEC1N       20230101000980005000005000 0100000000001374   
0601GEC1N       20230101000985005000005000 0100000000001380   
0601GEC1N       20230101000990005000005000 0100000000001385   
0601GEC1N       20230101000995005000005000 0100000000001390   
0601GEC1N       20230101001000005000005000 0100000000001396   
0601GEC1N       20230101001005005000005000 0100000000001401   
0601GEC1N       20230101001010005000005000 0100000000001406   
0601GEC1N       20230101001015005000005000 0100000000001411   
0601GEC1N       20230101001020005000005000 0100000000001417   
0601GEC1N       20230101001025005000005000 0100000000001422   
0601GEC1N       20230101001030005000005000 0100000000001427   
0601GEC1N       20230101001035005000005000 0100000000001432   
0601GEC1N       20230101001040005000005000 0100000000001437   
0601GEC1N       20230101001045005000005000 0100000000001442   
0601GEC1N       20230101001050005000005000 0100000000001447   
0601GEC1N       20230101001055005000005000 0100000000001453   
0601GEC1N       20230101001060005000005000 0100000000001458   
0601GEC1N       20230101001065005000005000 0100000000001463   
0601GEC1N       20230101001070005000005000 0100000000001468   
0601GEC1N       20230101001075005000005000 0100000000001473   
0601GEC1N       20230101001080005000005000 0100000000001478   
0601GEC1N       20230101001085005000005000 0100000000001483   
0601GEC1N       20230101001090005000005000 0100000000001488   
0601GEC1N       20230101001095005000005000 0100000000001493   
0601GEC1N       20230101001100005000005000 0100000000001498   
0601GEC1N       20230101001105005000005000 0100000000001503   
0601GEC1N       20230101001110005000005000 0100000000001507   
0601GEC1N       20230101001115005000005000 0100000000001512   
0601GEC1N       20230101001120005000005000 0100000000001517   
0601GEC1N       20230101001125005000005000 0100000000001523   
0601GEC1N       20230101001130005000005000 0100000000001528   
0601GEC1N       20230101001135005000005000 0100000000001533   
0601GEC1N       20230101001140005000005000 0100000000001537   
0601GEC1N       20230101001145005000005000 0100000000001542   
0601GEC1N       20230101001150005000005000 0100000000001548   
0601GEC1N       20230101001155005000005000 0100000000001552   
0601GEC1N       20230101001160005000005000 0100000000001557   
0601GEC1N       20230101001165005000005000 0100000000001562   
0601GEC1N       20230101001170005000005000 0100000000001567   
0601GEC1N       20230101001175005000005000 0100000000001572   
0601GEC1N       20230101001180005000005000 0100000000001577   
0601GEC1N       20230101001185005000005000 0100000000001582   
0601GEC1N       20230101001190005000005000 0100000000001587   
0601GEC1N       20230101001195005000005000 0100000000001592   
0601GEC1N       20230101001200005000005000 0100000000001598   
0601GEC1N       20230101001205005000005000 0100000000001603   
0601GEC1N       20230101001210005000005000 0100000000001608   
0601GEC1N       20230101001215005000005000 0100000000001613   
0601GEC1N       20230101001220005000005000 0100000000001618   
0601GEC1N       20230101001225005000005000 0100000000001624   
0601GEC1N       20230101001230005000005000 0100000000001629   
0601GEC1N       20230101001235005000005000 0100000000001634   
0601GEC1N       20230101001240005000005000 0100000000001640   
0601GEC1N       20230101001245005000005000 0100000000001646   
0601GEC1N       20230101001250005000005000 0100000000001651   
0601GEC1N       20230101001255005000005000 0100000000001657   
0601GEC1N       20230101001260005000005000 0100000000001663   
0601GEC1N       20230101001265005000005000 0100000000001669   
0601GEC1N       20230101001270005000005000 0100000000001674   
0601GEC1N       20230101001275005000005000 0100000000001681   
0601GEC1N       20230101001280005000005000 0100000000001686   
0601GEC1N       20230101001285005000005000 0100000000001691   
0601GEC1N       20230101001290005000005000 0100000000001697   
0601GEC1N       20230101001295005000005000 0100000000001703   
0601GEC1N       20230101001300005000005000 0100000000001708   
0601GEC1N       20230101001305005000005000 0100000000001713   
0601GEC1N       20230101001310005000005000 0100000000001719   
0601GEC1N       20230101001315005000005000 0100000000001724   
0601GEC1N       20230101001320005000005000 0100000000001730   
0601GEC1N       20230101001325005000005000 0100000000001735   
0601GEC1N       20230101001330005000005000 0100000000001741   
0601GEC1N       20230101001335005000005000 0100000000001746   
0601GEC1N       20230101001340005000005000 0100000000001751   
0601GEC1N       20230101001345005000005000 0100000000001757   
0601GEC1N       20230101001350005000005000 0100000000001762   
0601GEC1N       20230101001355005000005000 0100000000001767   
0601GEC1N       20230101001360005000005000 0100000000001772   
0601GEC1N       20230101001365005000005000 0100000000001777   
0601GEC1N       20230101001370005000005000 0100000000001783   
0601GEC1N       20230101001375005000005000 0100000000001787   
0601GEC1N       20230101001380005000005000 0100000000001792   
0601GEC1N       20230101001385005000005000 0100000000001798   
0601GEC1N       20230101001390005000005000 0100000000001803   
0601GEC1N       20230101001395005000005000 0100000000001807   
0601GEC1N       20230101001400005000005000 0100000000001813   
0601GEC1N       20230101001405005000005000 0100000000001817   
0601GEC1N       20230101001410005000005000 0100000000001822   
0601GEC1N       20230101001415005000005000 0100000000001827   
0601GEC1N       20230101001420005000005000 0100000000001832   
0601GEC1N       20230101001425005000005000 0100000000001837   
0601GEC1N       20230101001430005000005000 0100000000001841   
0601GEC1N       20230101001435005000005000 0100000000001846   
0601GEC1N       20230101001440005000005000 0100000000001851   
0601GEC1N       20230101001445005000005000 0100000000001855   
0601GEC1N       20230101001450005000005000 0100000000001860   
0601GEC1N       20230101001455005000005000 0100000000001865   
0601GEC1N       20230101001460005000005000 0100000000001869   
0601GEC1N       20230101001465005000005000 0100000000001874   
0601GEC1N       20230101001470005000005000 0100000000001879   
0601GEC1N       20230101001475005000005000 0100000000001883   
0601GEC1N       20230101001480005000005000 0100000000001888   
0601GEC1N       20230101001485005000005000 0100000000001892   
0601GEC1N       20230101001490005000005000 0100000000001897   
0601GEC1N       20230101001495005000005000 0100000000001901   
0601GEC1N       20230101001500005000005000 0100000000001906   
0601GEC1N       20230101001505005000005000 0100000000001910   
0601GEC1N       20230101001510005000005000 0100000000001915   
0601GEC1N       20230101001515005000005000 0100000000001919   
0601GEC1N       20230101001520005000005000 0100000000001923   
0601GEC1N       20230101001525005000005000 0100000000001928   
0601GEC1N       20230101001530005000005000 0100000000001932   
0601GEC1N       20230101001535005000005000 0100000000001936   
0601GEC1N       20230101001540005000005000 0100000000001940   
0601GEC1N       20230101001545005000005000 0100000000001945   
0601GEC1N       20230101001550005000005000 0100000000001949   
0601GEC1N       20230101001555005000005000 0100000000001953   
0601GEC1N       20230101001560005000005000 0100000000001957   
0601GEC1N       20230101001565005000005000 0100000000001961   
0601GEC1N       20230101001570005000005000 0100000000001965   
0601GEC1N       20230101001575005000005000 0100000000001970   
0601GEC1N       20230101001580005000005000 0100000000001974   
0601GEC1N       20230101001585005000005000 0100000000001978   
0601GEC1N       20230101001590005000005000 0100000000001982   
0601GEC1N       20230101001595005000005000 0100000000001986   
0601GEC1N       20230101001600005000005000 0100000000001990   
0601GEC1N       20230101001605005000005000 0100000000001994   
0601GEC1N       20230101001610005000005000 0100000000001998   
0601GEC1N       20230101001615005000005000 0100000000002002   
0601GEC1N       20230101001620005000005000 0100000000002006   
0601GEC1N       20230101001625005000005000 0100000000002010   
0601GEC1N       20230101001630005000005000 0100000000002013   
0601GEC1N       20230101001635005000005000 0100000000002017   
0601GEC1N       20230101001640005000005000 0100000000002021   
0601GEC1N       20230101001645005000005000 0100000000002025   
0601GEC1N       20230101001650005000005000 0100000000002029   
0601GEC1N       20230101001655005000005000 0100000000002033   
0601GEC1N       20230101001660005000005000 0100000000002036   
0601GEC1N       20230101001665005000005000 0100000000002040   
0601GEC1N       20230101001670005000005000 0100000000002044   
0601GEC1N       20230101001675005000005000 0100000000002047   
0601GEC1N       20230101001680005000005000 0100000000002051   
0601GEC1N       20230101001685005000005000 0100000000002055   
0601GEC1N       20230101001690005000005000 0100000000002058   
0601GEC1N       20230101001695005000005000 0100000000002062   
0601GEC1N       20230101001700005000005000 0100000000002066   
0601GEC1N       20230101001705005000005000 0100000000002069   
0601GEC1N       20230101001710005000005000 0100000000002073   
0601GEC1N       20230101001715005000005000 0100000000002077   
0601GEC1N       20230101001720005000005000 0100000000002080   
0601GEC1N       20230101001725005000005000 0100000000002084   
0601GEC1N       20230101001730005000005000 0100000000002087   
0601GEC1N       20230101001735005000005000 0100000000002091   
0601GEC1N       20230101001740005000005000 0100000000002094   
0601GEC1N       20230101001745005000005000 0100000000002098   
0601GEC1N       20230101001750005000005000 0100000000002101   
0601GEC1N       20230101001755005000005000 0100000000002104   
0601GEC1N       20230101001760005000005000 0100000000002108   
0601GEC1N       20230101001765005000005000 0100000000002111   
0601GEC1N       20230101001770005000005000 0100000000002115   
0601GEC1N       20230101001775005000005000 0100000000002118   
0601GEC1N       20230101001780005000005000 0100000000002122   
0601GEC1N       20230101001785005000005000 0100000000002125   
0601GEC1N       20230101001790005000005000 0100000000002128   
0601GEC1N       20230101001795005000005000 0100000000002132   
0601GEC1N       20230101001800005000005000 0100000000002135   
0601GEC1N       20230101001805005000005000 0100000000002138   
0601GEC1N       20230101001810005000005000 0100000000002142   
0601GEC1N       20230101001815005000005000 0100000000002145   
0601GEC1N       20230101001820005000005000 0100000000002148   
0601GEC1N       20230101001825005000005000 0100000000002151   
0601GEC1N       20230101001830005000005000 0100000000002154   
0601GEC1N       20230101001835005000005000 0100000000002157   
0601GEC1N       20230101001840005000005000 0100000000002161   
0601GEC1N       20230101001845005000005000 0100000000002164   
0601GEC1N       20230101001850005000005000 0100000000002167   
0601GEC1N       20230101001855005000005000 0100000000002170   
0601GEC1N       20230101001860005000005000 0100000000002173   
0601GEC1N       20230101001865005000005000 0100000000002176   
0601GEC1N       20230101001870005000005000 0100000000002180   
0601GEC1N       20230101001875005000005000 0100000000002183   
0601GEC1N       20230101001880005000005000 0100000000002186   
0601GEC1N       20230101001885005000005000 0100000000002189   
0601GEC1N       20230101001890005000005000 0100000000002192   
0601GEC1N       20230101001895005000005000 0100000000002195   
0601GEC1N       20230101001900005000005000 0100000000002198   
0601GEC1N       20230101001905005000005000 0100000000002201   
0601GEC1N       20230101001910005000005000 0100000000002204   
0601GEC1N       20230101001915005000005000 0100000000002207   
0601GEC1N       20230101001920005000005000 0100000000002210   
0601GEC1N       20230101001925005000005000 0100000000002213   
0601GEC1N       20230101001930005000005000 0100000000002216   
0601GEC1N       20230101001935005000005000 0100000000002219   
0601GEC1N       20230101001940005000005000 0100000000002222   
0601GEC1N       20230101001945005000005000 0100000000002224   
0601GEC1N       20230101001950005000005000 0100000000002228   
0601GEC1N       20230101001955005000005000 0100000000002230   
0601GEC1N       20230101001960005000005000 0100000000002233   
0601GEC1N       20230101001965005000010000 0100000000002237   
0601GEC1N       20230101001975005000010000 0100000000002243   
0601GEC1N       20230101001985005000010000 0100000000002249   
0601GEC1N       20230101001995005000010000 0100000000002254   
0601GEC1N       20230101002005005000010000 0100000000002260   
0601GEC1N       20230101002015005000010000 0100000000002265   
0601GEC1N       20230101002025005000010000 0100000000002271   
0601GEC1N       20230101002035005000010000 0100000000002276   
0601GEC1N       20230101002045005000010000 0100000000002281   
0601GEC1N       20230101002055005000010000 0100000000002287   
0601GEC1N       20230101002065005000010000 0100000000002292   
0601GEC1N       20230101002075005000010000 0100000000002297   
0601GEC1N       20230101002085005000010000 0100000000002303   
0601GEC1N       20230101002095005000010000 0100000000002308   
0601GEC1N       20230101002105005000010000 0100000000002313   
0601GEC1N       20230101002115005000010000 0100000000002319   
0601GEC1N       20230101002125005000010000 0100000000002324   
0601GEC1N       20230101002135005000010000 0100000000002329   
0601GEC1N       20230101002145005000010000 0100000000002335   
0601GEC1N       20230101002155005000010000 0100000000002340   
0601GEC1N       20230101002165005000010000 0100000000002345   
0601GEC1N       20230101002175005000010000 0100000000002350   
0601GEC1N       20230101002185005000010000 0100000000002355   
0601GEC1N       20230101002195005000010000 0100000000002360   
0601GEC1N       20230101002205005000010000 0100000000002365   
0601GEC1N       20230101002215005000010000 0100000000002370   
0601GEC1N       20230101002225005000010000 0100000000002375   
0601GEC1N       20230101002235005000010000 0100000000002380   
0601GEC1N       20230101002245005000010000 0100000000002384   
0601GEC1N       20230101002255005000010000 0100000000002389   
0601GEC1N       20230101002265005000010000 0100000000002394   
0601GEC1N       20230101002275005000010000 0100000000002399   
0601GEC1N       20230101002285005000010000 0100000000002404   
0601GEC1N       20230101002295005000010000 0100000000002408   
0601GEC1N       20230101002305005000010000 0100000000002413   
0601GEC1N       20230101002315005000010000 0100000000002417   
0601GEC1N       20230101002325005000010000 0100000000002422   
0601GEC1N       20230101002335005000010000 0100000000002426   
0601GEC1N       20230101002345005000010000 0100000000002431   
0601GEC1N       20230101002355005000010000 0100000000002435   
0601GEC1N       20230101002365005000010000 0100000000002440   
0601GEC1N       20230101002375005000010000 0100000000002444   
0601GEC1N       20230101002385005000010000 0100000000002448   
0601GEC1N       20230101002395005000010000 0100000000002453   
0601GEC1N       20230101002405005000010000 0100000000002457   
0601GEC1N       20230101002415005000010000 0100000000002461   
0601GEC1N       20230101002425005000010000 0100000000002466   
0601GEC1N       20230101002435005000010000 0100000000002469   
0601GEC1N       20230101002445005000010000 0100000000002474   
0601GEC1N       20230101002455005000010000 0100000000002478   
0601GEC1N       20230101002465005000010000 0100000000002482   
0601GEC1N       20230101002475005000010000 0100000000002486   
0601GEC1N       20230101002485005000010000 0100000000002490   
0601GEC1N       20230101002495005000010000 0100000000002494   
0601GEC1N       20230101002505005000010000 0100000000002498   
0601GEC1N       20230101002515005000010000 0100000000002502   
0601GEC1N       20230101002525005000010000 0100000000002506   
0601GEC1N       20230101002535005000010000 0100000000002510   
0601GEC1N       20230101002545005000010000 0100000000002514   
0601GEC1N       20230101002555005000010000 0100000000002518   
0601GEC1N       20230101002565005000010000 0100000000002522   
0601GEC1N       20230101002575005000010000 0100000000002525   
0601GEC1N       20230101002585005000010000 0100000000002529   
0601GEC1N       20230101002595005000010000 0100000000002533   
0601GEC1N       20230101002605005000010000 0100000000002536   
0601GEC1N       20230101002615005000010000 0100000000002540   
0601GEC1N       20230101002625005000010000 0100000000002544   
0601GEC1N       20230101002635005000010000 0100000000002547   
0601GEC1N       20230101002645005000010000 0100000000002551   
0601GEC1N       20230101002655005000010000 0100000000002555   
0601GEC1N       20230101002665005000010000 0100000000002558   
0601GEC1N       20230101002675005000010000 0100000000002562   
0601GEC1N       20230101002685005000010000 0100000000002565   
0601GEC1N       20230101002695005000010000 0100000000002569   
0601GEC1N       20230101002705005000010000 0100000000002573   
0601GEC1N       20230101002715005000010000 0100000000002576   
0601GEC1N       20230101002725005000010000 0100000000002579   
0601GEC1N       20230101002735005000010000 0100000000002583   
0601GEC1N       20230101002745005000010000 0100000000002586   
0601GEC1N       20230101002755005000010000 0100000000002590   
0601GEC1N       20230101002765005000010000 0100000000002593   
0601GEC1N       20230101002775005000010000 0100000000002596   
0601GEC1N       20230101002785005000010000 0100000000002600   
0601GEC1N       20230101002795005000010000 0100000000002603   
0601GEC1N       20230101002805005000010000 0100000000002606   
0601GEC1N       20230101002815005000010000 0100000000002609   
0601GEC1N       20230101002825005000010000 0100000000002612   
0601GEC1N       20230101002835005000010000 0100000000002616   
0601GEC1N       20230101002845005000010000 0100000000002619   
0601GEC1N       20230101002855005000010000 0100000000002622   
0601GEC1N       20230101002865005000010000 0100000000002625   
0601GEC1N       20230101002875005000010000 0100000000002628   
0601GEC1N       20230101002885005000010000 0100000000002632   
0601GEC1N       20230101002895005000010000 0100000000002635   
0601GEC1N       20230101002905005000010000 0100000000002638   
0601GEC1N       20230101002915005000010000 0100000000002642   
0601GEC1N       20230101002925005000010000 0100000000002645   
0601GEC1N       20230101002935005000010000 0100000000002648   
0601GEC1N       20230101002945005000010000 0100000000002651   
0601GEC1N       20230101002955005000010000 0100000000002655   
0601GEC1N       20230101002965005000010000 0100000000002658   
0601GEC1N       20230101002975005000010000 0100000000002661   
0601GEC1N       20230101002985005000010000 0100000000002664   
0601GEC1N       20230101002995005000010000 0100000000002667   
0601GEC1N       20230101003005005000010000 0100000000002670   
0601GEC1N       20230101003015005000010000 0100000000002673   
0601GEC1N       20230101003025005000010000 0100000000002676   
0601GEC1N       20230101003035005000010000 0100000000002680   
0601GEC1N       20230101003045005000010000 0100000000002682   
0601GEC1N       20230101003055005000010000 0100000000002686   
0601GEC1N       20230101003065005000010000 0100000000002689   
0601GEC1N       20230101003075005000010000 0100000000002691   
0601GEC1N       20230101003085005000010000 0100000000002694   
0601GEC1N       20230101003095005000010000 0100000000002698   
