00SG               20231206                                                                                   
0601SGA0N       20240101004300100000050000 0000000050002471   
0601SGA0N       20240101004350100000050000 0000000050002475   
0601SGA0N       20240101004400100000050000 0000000050002478   
0601SGA0N       20240101004450100000050000 0000000050002482   
0601SGA0N       20240101004500100000050000 0000000050002485   
0601SGA0N       20240101004550100000050000 0000000050002489   
0601SGA0N       20240101004600100000050000 0000000050002492   
0601SGA0N       20240101004650100000050000 0000000050002495   
0601SGA0N       20240101004700100000050000 0000000050002498   
0601SGA0N       20240101004750100000050000 0000000050002501   
0601SGA0N       20240101004800100000050000 0000000050002504   
0601SGA0N       20240101004850100000050000 0000000050002507   
0601SGA0N       20240101004900100000050000 0000000050002510   
0601SGA0N       20240101004950100000050000 0000000050002513   
0601SGA0N       20240101005000100000050000 0000000050002516   
0601SGA0N       20240101005050100000050000 0000000050002518   
0601SGA0N       20240101005100100000050000 0000000050002521   
0601SGA0N       20240101005150100000050000 0000000050002524   
0601SGA0N       20240101005200100000050000 0000000050002526   
0601SGA0N       20240101005250100000050000 0000000050002529   
0601SGA0N       20240101005300100000050000 0000000050002531   
0601SGA0N       20240101005350100000050000 0000000050002534   
0601SGA0N       20240101005400100000050000 0000000050002536   
0601SGA0N       20240101005450100000050000 0000000050002539   
0601SGA0N       20240101005500100000050000 0000000050002541   
0601SGA0N       20240101005550100000050000 0000000050002543   
0601SGA0N       20240101005600100000050000 0000000050002545   
0601SGA0N       20240101005650100000050000 0000000050002547   
0601SGA0N       20240101005700100000050000 0000000050002550   
0601SGA0N       20240101005750100000050000 0000000050002552   
0601SGA0N       20240101005800100000050000 0000000050002554   
0601SGA0N       20240101005850100000050000 0000000050002556   
0601SGA0N       20240101005900100000050000 0000000050002558   
0601SGA0N       20240101005950100000050000 0000000050002560   
0601SGA0N       20240101006000100000050000 0000000050002561   
0601SGA0N       20240101006050100000050000 0000000050002564   
0601SGA0N       20240101006100100000050000 0000000050002565   
0601SGA0N       20240101006150100000050000 0000000050002567   
0601SGA0N       20240101006200100000050000 0000000050002569   
0601SGA0N       20240101006250100000050000 0000000050002571   
0601SGA0N       20240101006300100000050000 0000000050002573   
0601SGA0N       20240101006350100000050000 0000000050002574   
0601SGA0N       20240101006400100000050000 0000000050002576   
0601SGA0N       20240101006450100000050000 0000000050002577   
0601SGA0N       20240101006500100000050000 0000000050002579   
0601SGA0N       20240101006550100000050000 0000000050002581   
0601SGA0N       20240101006600100000050000 0000000050002582   
0601SGA0N       20240101006650100000050000 0000000050002584   
0601SGA0N       20240101006700100000050000 0000000050002585   
0601SGA0N       20240101006750100000050000 0000000050002587   
0601SGA0N       20240101006800100000050000 0000000050002589   
0601SGA0N       20240101006850100000050000 0000000050002590   
0601SGA0N       20240101006900100000050000 0000000050002591   
0601SGA0N       20240101006950100000050000 0000000050002593   
0601SGA0N       20240101007000100000050000 0000000050002594   
0601SGA0N       20240101007050100000050000 0000000050002596   
0601SGA0N       20240101007100100000050000 0000000050002597   
0601SGA0N       20240101007150100000050000 0000000050002598   
0601SGA0N       20240101007200100000050000 0000000050002600   
0601SGA0N       20240101007250100000050000 0000000050002601   
0601SGA0N       20240101007300100000050000 0000000050002602   
0601SGA0N       20240101007350100000050000 0000000050002604   
0601SGA0N       20240101007400100000050000 0000000050002605   
0601SGA0N       20240101007450100000050000 0000000050002606   
0601SGA0N       20240101007500100000050000 0000000050002607   
0601SGA0N       20240101007550100000050000 0000000050002607   
0601SGA0N       20240101007600100000050000 0000000050002607   
0601SGA0N       20240101007650100000050000 0000000050002607   
0601SGA0N       20240101007700100000050000 0000000050002608   
0601SGA0N       20240101007750100000050000 0000000050002608   
0601SGA0N       20240101007800100000050000 0000000050002608   
0601SGA0N       20240101007850100000050000 0000000050002608   
0601SGA0N       20240101007900100000050000 0000000050002608   
0601SGA0N       20240101007950100000050000 0000000050002609   
0601SGA0N       20240101008000100000050000 0000000050002609   
0601SGA0N       20240101008050100000050000 0000000050002609   
0601SGA0N       20240101008100100000050000 0000000050002609   
0601SGA0N       20240101008150100000050000 0000000050002609   
0601SGA0N       20240101008200100000050000 0000000050002610   
0601SGA0N       20240101008250100000050000 0000000050002610   
0601SGA0N       20240101008300100000050000 0000000050002610   
0601SGA0N       20240101008350100000050000 0000000050002610   
0601SGA0N       20240101008400100000050000 0000000050002610   
0601SGA0N       20240101008450100000050000 0000000050002610   
0601SGA0N       20240101008500100000050000 0000000050002611   
0601SGA0N       20240101008550100000050000 0000000050002611   
0601SGA0N       20240101008600100000050000 0000000050002611   
0601SGA0N       20240101008650100000050000 0000000050002611   
0601SGA0N       20240101008700100000050000 0000000050002611   
0601SGA0N       20240101008750100000050000 0000000050002611   
0601SGA0N       20240101008800100000050000 0000000050002612   
0601SGA0N       20240101008850100000050000 0000000050002612   
0601SGA0N       20240101008900100000050000 0000000050002612   
0601SGA0N       20240101008950100000050000 0000000050002612   
0601SGA0N       20240101009000100000050000 0000000050002612   
0601SGA0N       20240101009050100000050000 0000000050002613   
0601SGA0N       20240101009100100000050000 0000000050002613   
0601SGA0N       20240101009150100000050000 0000000050002613   
0601SGA0N       20240101009200100000050000 0000000050002613   
0601SGA0N       20240101009250100000050000 0000000050002613   
0601SGA0N       20240101009300100000050000 0000000050002613   
0601SGA0N       20240101009350100000050000 0000000050002613   
0601SGA0N       20240101009400100000050000 0000000050002613   
0601SGA0N       20240101009450100000050000 0000000050002614   
0601SGA0N       20240101009500100000050000 0000000050002614   
0601SGA0N       20240101009550100000050000 0000000050002614   
0601SGA0N       20240101009600100000050000 0000000050002614   
0601SGA0N       20240101009650100000050000 0000000050002614   
0601SGA0N       20240101009700100000050000 0000000050002614   
0601SGA0N       20240101009750100000050000 0000000050002615   
0601SGA0N       20240101009800100000050000 0000000050002615   
0601SGA0N       20240101009850100000050000 0000000050002615   
0601SGA0N       20240101009900100000050000 0000000050002615   
0601SGA0N       20240101009950100000050000 0000000050002615   
0601SGA0N       20240101010000100000050000 0000000050002615   
0601SGA0N       20240101010050100000050000 0000000050002615   
0601SGA0N       20240101010100100000050000 0000000050002615   
0601SGA0N       20240101010150100000050000 0000000050002616   
0601SGA0N       20240101010200100000050000 0000000050002616   
0601SGA0N       20240101010250100000050000 0000000050002616   
0601SGA0N       20240101010300100000050000 0000000050002616   
0601SGA0N       20240101010350100000050000 0000000050002616   
0601SGA0N       20240101010400100000050000 0000000050002616   
0601SGA0N       20240101010450100000050000 0000000050002616   
0601SGA0N       20240101010500100000050000 0000000050002616   
0601SGA0N       20240101010550100000050000 0000000050002616   
0601SGA0N       20240101010600100000050000 0000000050002617   
0601SGA0N       20240101010650100000050000 0000000050002617   
0601SGA0N       20240101010700100000050000 0000000050002617   
0601SGA0N       20240101010750100000050000 0000000050002617   
0601SGA0N       20240101010800100000050000 0000000050002617   
0601SGA0N       20240101010850100000050000 0000000050002617   
0601SGA0N       20240101010900100000050000 0000000050002617   
0601SGA0N       20240101010950100000050000 0000000050002617   
0601SGA0N       20240101011000100000050000 0000000050002617   
0601SGA0N       20240101011050100000050000 0000000050002618   
0601SGA0N       20240101011100100000050000 0000000050002618   
0601SGA0N       20240101011150100000050000 0000000050002618   
0601SGA0N       20240101011200100000050000 0000000050002618   
0601SGA0N       20240101011250100000050000 0000000050002618   
0601SGA0N       20240101011300100000050000 0000000050002618   
0601SGA0N       20240101011350100000050000 0000000050002618   
0601SGA0N       20240101011400100000050000 0000000050002618   
0601SGA0N       20240101011450100000050000 0000000050002618   
0601SGA0N       20240101011500100000050000 0000000050002619   
0601SGA0N       20240101011550100000050000 0000000050002619   
0601SGA0N       20240101011600100000050000 0000000050002619   
0601SGA0N       20240101011650100000050000 0000000050002619   
0601SGA0N       20240101011700100000050000 0000000050002619   
0601SGA0N       20240101011750100000050000 0000000050002619   
0601SGA0N       20240101011800100000050000 0000000050002619   
0601SGA0N       20240101011850100000050000 0000000050002619   
0601SGA0N       20240101011900100000050000 0000000050002619   
0601SGA0N       20240101011950100000050000 0000000050002619   
0601SGA0N       20240101012000100000050000 0000000050002620   
0601SGA0N       20240101012050100000050000 0000000050002620   
0601SGA0N       20240101012100100000050000 0000000050002620   
0601SGA0N       20240101012150100000050000 0000000050002620   
0601SGA0N       20240101012200100000050000 0000000050002620   
0601SGA0N       20240101012250100000050000 0000000050002620   
0601SGA0N       20240101012300100000050000 0000000050002620   
0601SGA0N       20240101012350100000050000 0000000050002620   
0601SGA0N       20240101012400100000050000 0000000050002620   
0601SGA0N       20240101012450100000050000 0000000050002620   
0601SGA0N       20240101012500100087500000 0000000050002620   
0601SGA1N       20240101000000100000005000 0100000050002000   
