00SG               20231206                                                                                   
0601SGC8N       20240101002370100000005000 0800000050001290   
0601SGC8N       20240101002375100000005000 0800000050001293   
0601SGC8N       20240101002380100000005000 0800000050001296   
0601SGC8N       20240101002385100000005000 0800000050001299   
0601SGC8N       20240101002390100000005000 0800000050001302   
0601SGC8N       20240101002395100000005000 0800000050001305   
0601SGC8N       20240101002400100000005000 0800000050001308   
0601SGC8N       20240101002405100000005000 0800000050001311   
0601SGC8N       20240101002410100000005000 0800000050001314   
0601SGC8N       20240101002415100000005000 0800000050001317   
0601SGC8N       20240101002420100000005000 0800000050001320   
0601SGC8N       20240101002425100000005000 0800000050001322   
0601SGC8N       20240101002430100000005000 0800000050001326   
0601SGC8N       20240101002435100000005000 0800000050001329   
0601SGC8N       20240101002440100000005000 0800000050001331   
0601SGC8N       20240101002445100000005000 0800000050001334   
0601SGC8N       20240101002450100000005000 0800000050001337   
0601SGC8N       20240101002455100000005000 0800000050001339   
0601SGC8N       20240101002460100000005000 0800000050001343   
0601SGC8N       20240101002465100000005000 0800000050001346   
0601SGC8N       20240101002470100000005000 0800000050001348   
0601SGC8N       20240101002475100000005000 0800000050001351   
0601SGC8N       20240101002480100000005000 0800000050001354   
0601SGC8N       20240101002485100000005000 0800000050001356   
0601SGC8N       20240101002490100000005000 0800000050001360   
0601SGC8N       20240101002495100000005000 0800000050001363   
0601SGC8N       20240101002500100000050000 0800000050001377   
0601SGC8N       20240101002550100000050000 0800000050001404   
0601SGC8N       20240101002600100000050000 0800000050001430   
0601SGC8N       20240101002650100000050000 0800000050001455   
0601SGC8N       20240101002700100000050000 0800000050001479   
0601SGC8N       20240101002750100000050000 0800000050001502   
0601SGC8N       20240101002800100000050000 0800000050001525   
0601SGC8N       20240101002850100000050000 0800000050001546   
0601SGC8N       20240101002900100000050000 0800000050001568   
0601SGC8N       20240101002950100000050000 0800000050001589   
0601SGC8N       20240101003000100000050000 0800000050001609   
0601SGC8N       20240101003050100000050000 0800000050001628   
0601SGC8N       20240101003100100000050000 0800000050001647   
0601SGC8N       20240101003150100000050000 0800000050001665   
0601SGC8N       20240101003200100000050000 0800000050001683   
0601SGC8N       20240101003250100000050000 0800000050001700   
0601SGC8N       20240101003300100000050000 0800000050001718   
0601SGC8N       20240101003350100000050000 0800000050001734   
0601SGC8N       20240101003400100000050000 0800000050001750   
0601SGC8N       20240101003450100000050000 0800000050001766   
0601SGC8N       20240101003500100000050000 0800000050001780   
0601SGC8N       20240101003550100000050000 0800000050001795   
0601SGC8N       20240101003600100000050000 0800000050001810   
0601SGC8N       20240101003650100000050000 0800000050001823   
0601SGC8N       20240101003700100000050000 0800000050001838   
0601SGC8N       20240101003750100000050000 0800000050001851   
0601SGC8N       20240101003800100000050000 0800000050001864   
0601SGC8N       20240101003850100000050000 0800000050001877   
0601SGC8N       20240101003900100000050000 0800000050001889   
0601SGC8N       20240101003950100000050000 0800000050001901   
0601SGC8N       20240101004000100000050000 0800000050001914   
0601SGC8N       20240101004050100000050000 0800000050001925   
0601SGC8N       20240101004100100000050000 0800000050001936   
0601SGC8N       20240101004150100000050000 0800000050001947   
0601SGC8N       20240101004200100000050000 0800000050001958   
0601SGC8N       20240101004250100000050000 0800000050001969   
0601SGC8N       20240101004300100000050000 0800000050001979   
0601SGC8N       20240101004350100000050000 0800000050001989   
0601SGC8N       20240101004400100000050000 0800000050001999   
0601SGC8N       20240101004450100000050000 0800000050002009   
0601SGC8N       20240101004500100000050000 0800000050002019   
0601SGC8N       20240101004550100000050000 0800000050002028   
0601SGC8N       20240101004600100000050000 0800000050002037   
0601SGC8N       20240101004650100000050000 0800000050002046   
0601SGC8N       20240101004700100000050000 0800000050002055   
0601SGC8N       20240101004750100000050000 0800000050002064   
0601SGC8N       20240101004800100000050000 0800000050002072   
0601SGC8N       20240101004850100000050000 0800000050002081   
0601SGC8N       20240101004900100000050000 0800000050002088   
0601SGC8N       20240101004950100000050000 0800000050002097   
0601SGC8N       20240101005000100000050000 0800000050002105   
0601SGC8N       20240101005050100000050000 0800000050002112   
0601SGC8N       20240101005100100000050000 0800000050002120   
0601SGC8N       20240101005150100000050000 0800000050002128   
0601SGC8N       20240101005200100000050000 0800000050002135   
0601SGC8N       20240101005250100000050000 0800000050002142   
0601SGC8N       20240101005300100000050000 0800000050002149   
0601SGC8N       20240101005350100000050000 0800000050002156   
0601SGC8N       20240101005400100000050000 0800000050002162   
0601SGC8N       20240101005450100000050000 0800000050002167   
0601SGC8N       20240101005500100000050000 0800000050002173   
0601SGC8N       20240101005550100000050000 0800000050002178   
0601SGC8N       20240101005600100000050000 0800000050002183   
0601SGC8N       20240101005650100000050000 0800000050002188   
0601SGC8N       20240101005700100000050000 0800000050002192   
0601SGC8N       20240101005750100000050000 0800000050002198   
0601SGC8N       20240101005800100000050000 0800000050002202   
0601SGC8N       20240101005850100000050000 0800000050002207   
0601SGC8N       20240101005900100000050000 0800000050002211   
0601SGC8N       20240101005950100000050000 0800000050002216   
0601SGC8N       20240101006000100000050000 0800000050002220   
0601SGC8N       20240101006050100000050000 0800000050002225   
0601SGC8N       20240101006100100000050000 0800000050002229   
0601SGC8N       20240101006150100000050000 0800000050002233   
0601SGC8N       20240101006200100000050000 0800000050002237   
0601SGC8N       20240101006250100000050000 0800000050002241   
0601SGC8N       20240101006300100000050000 0800000050002245   
0601SGC8N       20240101006350100000050000 0800000050002249   
0601SGC8N       20240101006400100000050000 0800000050002253   
0601SGC8N       20240101006450100000050000 0800000050002257   
0601SGC8N       20240101006500100000050000 0800000050002261   
0601SGC8N       20240101006550100000050000 0800000050002265   
0601SGC8N       20240101006600100000050000 0800000050002268   
0601SGC8N       20240101006650100000050000 0800000050002272   
0601SGC8N       20240101006700100000050000 0800000050002275   
0601SGC8N       20240101006750100000050000 0800000050002279   
0601SGC8N       20240101006800100000050000 0800000050002282   
0601SGC8N       20240101006850100000050000 0800000050002285   
0601SGC8N       20240101006900100000050000 0800000050002289   
0601SGC8N       20240101006950100000050000 0800000050002293   
0601SGC8N       20240101007000100000050000 0800000050002296   
0601SGC8N       20240101007050100000050000 0800000050002299   
0601SGC8N       20240101007100100000050000 0800000050002302   
0601SGC8N       20240101007150100000050000 0800000050002305   
0601SGC8N       20240101007200100000050000 0800000050002308   
0601SGC8N       20240101007250100000050000 0800000050002311   
0601SGC8N       20240101007300100000050000 0800000050002314   
0601SGC8N       20240101007350100000050000 0800000050002317   
0601SGC8N       20240101007400100000050000 0800000050002320   
0601SGC8N       20240101007450100000050000 0800000050002323   
0601SGC8N       20240101007500100000050000 0800000050002326   
0601SGC8N       20240101007550100000050000 0800000050002329   
0601SGC8N       20240101007600100000050000 0800000050002332   
0601SGC8N       20240101007650100000050000 0800000050002334   
0601SGC8N       20240101007700100000050000 0800000050002337   
0601SGC8N       20240101007750100000050000 0800000050002340   
0601SGC8N       20240101007800100000050000 0800000050002343   
0601SGC8N       20240101007850100000050000 0800000050002345   
0601SGC8N       20240101007900100000050000 0800000050002348   
0601SGC8N       20240101007950100000050000 0800000050002350   
0601SGC8N       20240101008000100000050000 0800000050002353   
0601SGC8N       20240101008050100000050000 0800000050002356   
0601SGC8N       20240101008100100000050000 0800000050002358   
0601SGC8N       20240101008150100000050000 0800000050002360   
0601SGC8N       20240101008200100000050000 0800000050002363   
0601SGC8N       20240101008250100000050000 0800000050002365   
0601SGC8N       20240101008300100000050000 0800000050002368   
0601SGC8N       20240101008350100000050000 0800000050002370   
0601SGC8N       20240101008400100000050000 0800000050002372   
0601SGC8N       20240101008450100000050000 0800000050002375   
0601SGC8N       20240101008500100000050000 0800000050002377   
0601SGC8N       20240101008550100000050000 0800000050002379   
0601SGC8N       20240101008600100000050000 0800000050002381   
0601SGC8N       20240101008650100000050000 0800000050002383   
0601SGC8N       20240101008700100000050000 0800000050002386   
0601SGC8N       20240101008750100000050000 0800000050002388   
0601SGC8N       20240101008800100000050000 0800000050002390   
0601SGC8N       20240101008850100000050000 0800000050002392   
0601SGC8N       20240101008900100000050000 0800000050002394   
0601SGC8N       20240101008950100000050000 0800000050002396   
0601SGC8N       20240101009000100000050000 0800000050002398   
0601SGC8N       20240101009050100000050000 0800000050002400   
0601SGC8N       20240101009100100000050000 0800000050002401   
0601SGC8N       20240101009150100000050000 0800000050002402   
0601SGC8N       20240101009200100000050000 0800000050002404   
0601SGC8N       20240101009250100000050000 0800000050002405   
0601SGC8N       20240101009300100000050000 0800000050002406   
0601SGC8N       20240101009350100000050000 0800000050002407   
0601SGC8N       20240101009400100000050000 0800000050002408   
0601SGC8N       20240101009450100000050000 0800000050002410   
0601SGC8N       20240101009500100000050000 0800000050002411   
0601SGC8N       20240101009550100000050000 0800000050002412   
0601SGC8N       20240101009600100000050000 0800000050002413   
0601SGC8N       20240101009650100000050000 0800000050002414   
0601SGC8N       20240101009700100000050000 0800000050002415   
0601SGC8N       20240101009750100000050000 0800000050002417   
0601SGC8N       20240101009800100000050000 0800000050002418   
0601SGC8N       20240101009850100000050000 0800000050002419   
0601SGC8N       20240101009900100000050000 0800000050002420   
0601SGC8N       20240101009950100000050000 0800000050002421   
0601SGC8N       20240101010000100000050000 0800000050002422   
0601SGC8N       20240101010050100000050000 0800000050002423   
0601SGC8N       20240101010100100000050000 0800000050002424   
0601SGC8N       20240101010150100000050000 0800000050002425   
0601SGC8N       20240101010200100000050000 0800000050002426   
0601SGC8N       20240101010250100000050000 0800000050002427   
0601SGC8N       20240101010300100000050000 0800000050002428   
0601SGC8N       20240101010350100000050000 0800000050002429   
0601SGC8N       20240101010400100000050000 0800000050002430   
0601SGC8N       20240101010450100000050000 0800000050002431   
0601SGC8N       20240101010500100000050000 0800000050002432   
0601SGC8N       20240101010550100000050000 0800000050002433   
0601SGC8N       20240101010600100000050000 0800000050002434   
0601SGC8N       20240101010650100000050000 0800000050002435   
0601SGC8N       20240101010700100000050000 0800000050002436   
0601SGC8N       20240101010750100000050000 0800000050002437   
0601SGC8N       20240101010800100000050000 0800000050002437   
0601SGC8N       20240101010850100000050000 0800000050002438   
0601SGC8N       20240101010900100000050000 0800000050002439   
0601SGC8N       20240101010950100000050000 0800000050002440   
0601SGC8N       20240101011000100000050000 0800000050002441   
0601SGC8N       20240101011050100000050000 0800000050002442   
0601SGC8N       20240101011100100000050000 0800000050002443   
0601SGC8N       20240101011150100000050000 0800000050002444   
0601SGC8N       20240101011200100000050000 0800000050002444   
0601SGC8N       20240101011250100000050000 0800000050002445   
0601SGC8N       20240101011300100000050000 0800000050002446   
0601SGC8N       20240101011350100000050000 0800000050002447   
0601SGC8N       20240101011400100000050000 0800000050002448   
0601SGC8N       20240101011450100000050000 0800000050002449   
0601SGC8N       20240101011500100000050000 0800000050002449   
0601SGC8N       20240101011550100000050000 0800000050002450   
0601SGC8N       20240101011600100000050000 0800000050002451   
0601SGC8N       20240101011650100000050000 0800000050002452   
0601SGC8N       20240101011700100000050000 0800000050002452   
0601SGC8N       20240101011750100000050000 0800000050002453   
0601SGC8N       20240101011800100000050000 0800000050002454   
0601SGC8N       20240101011850100000050000 0800000050002455   
0601SGC8N       20240101011900100000050000 0800000050002456   
0601SGC8N       20240101011950100000050000 0800000050002456   
0601SGC8N       20240101012000100000050000 0800000050002457   
0601SGC8N       20240101012050100000050000 0800000050002458   
0601SGC8N       20240101012100100000050000 0800000050002459   
0601SGC8N       20240101012150100000050000 0800000050002459   
0601SGC8N       20240101012200100000050000 0800000050002460   
0601SGC8N       20240101012250100000050000 0800000050002461   
0601SGC8N       20240101012300100000050000 0800000050002461   
0601SGC8N       20240101012350100000050000 0800000050002462   
0601SGC8N       20240101012400100000050000 0800000050002463   
0601SGC8N       20240101012450100000050000 0800000050002464   
0601SGC8N       20240101012500100087500000 0800000050002464   
0601SGC9N       20240101000000100000005000 0900000050002000   
0601SGC9N       20240101000005100000005000 0900000050000667   
0601SGC9N       20240101000010100000005000 0900000050000400   
0601SGC9N       20240101000015100000005000 0900000050000286   
0601SGC9N       20240101000020100000005000 0900000050000222   
0601SGC9N       20240101000025100000005000 0900000050000182   
0601SGC9N       20240101000030100000005000 0900000050000154   
0601SGC9N       20240101000035100000005000 0900000050000133   
0601SGC9N       20240101000040100000005000 0900000050000118   
0601SGC9N       20240101000045100000005000 0900000050000105   
0601SGC9N       20240101000050100000005000 0900000050000095   
0601SGC9N       20240101000055100000005000 0900000050000087   
0601SGC9N       20240101000060100000005000 0900000050000080   
0601SGC9N       20240101000065100000005000 0900000050000074   
0601SGC9N       20240101000070100000005000 0900000050000069   
0601SGC9N       20240101000075100000005000 0900000050000065   
0601SGC9N       20240101000080100000005000 0900000050000061   
0601SGC9N       20240101000085100000005000 0900000050000057   
0601SGC9N       20240101000090100000005000 0900000050000054   
0601SGC9N       20240101000095100000005000 0900000050000051   
0601SGC9N       20240101000100100000005000 0900000050000049   
0601SGC9N       20240101000105100000005000 0900000050000047   
0601SGC9N       20240101000110100000005000 0900000050000044   
0601SGC9N       20240101000115100000005000 0900000050000043   
0601SGC9N       20240101000120100000005000 0900000050000041   
0601SGC9N       20240101000125100000005000 0900000050000039   
0601SGC9N       20240101000130100000005000 0900000050000038   
0601SGC9N       20240101000135100000005000 0900000050000036   
0601SGC9N       20240101000140100000005000 0900000050000035   
0601SGC9N       20240101000145100000005000 0900000050000034   
0601SGC9N       20240101000150100000005000 0900000050000033   
0601SGC9N       20240101000155100000005000 0900000050000032   
0601SGC9N       20240101000160100000005000 0900000050000031   
0601SGC9N       20240101000165100000005000 0900000050000030   
0601SGC9N       20240101000170100000005000 0900000050000029   
0601SGC9N       20240101000175100000005000 0900000050000028   
0601SGC9N       20240101000180100000005000 0900000050000027   
0601SGC9N       20240101000185100000005000 0900000050000027   
0601SGC9N       20240101000190100000005000 0900000050000026   
0601SGC9N       20240101000195100000005000 0900000050000025   
0601SGC9N       20240101000200100000005000 0900000050000025   
0601SGC9N       20240101000205100000005000 0900000050000024   
0601SGC9N       20240101000210100000005000 0900000050000024   
0601SGC9N       20240101000215100000005000 0900000050000023   
0601SGC9N       20240101000220100000005000 0900000050000022   
0601SGC9N       20240101000225100000005000 0900000050000022   
0601SGC9N       20240101000230100000005000 0900000050000022   
0601SGC9N       20240101000235100000005000 0900000050000021   
0601SGC9N       20240101000240100000005000 0900000050000021   
0601SGC9N       20240101000245100000005000 0900000050000020   
0601SGC9N       20240101000250100000005000 0900000050000020   
0601SGC9N       20240101000255100000005000 0900000050000019   
0601SGC9N       20240101000260100000005000 0900000050000019   
0601SGC9N       20240101000265100000005000 0900000050000019   
0601SGC9N       20240101000270100000005000 0900000050000018   
0601SGC9N       20240101000275100000005000 0900000050000018   
0601SGC9N       20240101000280100000005000 0900000050000018   
0601SGC9N       20240101000285100000005000 0900000050000017   
0601SGC9N       20240101000290100000005000 0900000050000017   
0601SGC9N       20240101000295100000005000 0900000050000017   
0601SGC9N       20240101000300100000005000 0900000050000017   
0601SGC9N       20240101000305100000005000 0900000050000016   
0601SGC9N       20240101000310100000005000 0900000050000016   
0601SGC9N       20240101000315100000005000 0900000050000016   
0601SGC9N       20240101000320100000005000 0900000050000016   
0601SGC9N       20240101000325100000005000 0900000050000015   
0601SGC9N       20240101000330100000005000 0900000050000015   
0601SGC9N       20240101000335100000005000 0900000050000015   
0601SGC9N       20240101000340100000005000 0900000050000015   
0601SGC9N       20240101000345100000005000 0900000050000014   
0601SGC9N       20240101000350100000005000 0900000050000014   
0601SGC9N       20240101000355100000005000 0900000050000014   
0601SGC9N       20240101000360100000005000 0900000050000014   
0601SGC9N       20240101000365100000005000 0900000050000014   
0601SGC9N       20240101000370100000005000 0900000050000013   
0601SGC9N       20240101000375100000005000 0900000050000013   
0601SGC9N       20240101000380100000005000 0900000050000013   
0601SGC9N       20240101000385100000005000 0900000050000013   
0601SGC9N       20240101000390100000005000 0900000050000013   
0601SGC9N       20240101000395100000005000 0900000050000013   
0601SGC9N       20240101000400100000005000 0900000050000012   
0601SGC9N       20240101000405100000005000 0900000050000012   
0601SGC9N       20240101000410100000005000 0900000050000012   
0601SGC9N       20240101000415100000005000 0900000050000012   
0601SGC9N       20240101000420100000005000 0900000050000012   
0601SGC9N       20240101000425100000005000 0900000050000012   
0601SGC9N       20240101000430100000005000 0900000050000012   
0601SGC9N       20240101000435100000005000 0900000050000011   
0601SGC9N       20240101000440100000005000 0900000050000011   
0601SGC9N       20240101000445100000005000 0900000050000011   
0601SGC9N       20240101000450100000005000 0900000050000011   
0601SGC9N       20240101000455100000005000 0900000050000011   
0601SGC9N       20240101000460100000005000 0900000050000011   
0601SGC9N       20240101000465100000005000 0900000050000011   
0601SGC9N       20240101000470100000005000 0900000050000011   
0601SGC9N       20240101000475100000005000 0900000050000010   
0601SGC9N       20240101000480100000005000 0900000050000010   
0601SGC9N       20240101000485100000005000 0900000050000010   
0601SGC9N       20240101000490100000005000 0900000050000010   
0601SGC9N       20240101000495100000005000 0900000050000010   
0601SGC9N       20240101000500100000005000 0900000050000010   
0601SGC9N       20240101000505100000005000 0900000050000010   
0601SGC9N       20240101000510100000005000 0900000050000010   
0601SGC9N       20240101000515100000005000 0900000050000010   
0601SGC9N       20240101000520100000005000 0900000050000010   
0601SGC9N       20240101000525100000005000 0900000050000009   
0601SGC9N       20240101000530100000005000 0900000050000009   
0601SGC9N       20240101000535100000005000 0900000050000009   
0601SGC9N       20240101000540100000005000 0900000050000009   
0601SGC9N       20240101000545100000005000 0900000050000009   
0601SGC9N       20240101000550100000005000 0900000050000009   
0601SGC9N       20240101000555100000005000 0900000050000009   
0601SGC9N       20240101000560100000005000 0900000050000009   
0601SGC9N       20240101000565100000005000 0900000050000009   
0601SGC9N       20240101000570100000005000 0900000050000009   
0601SGC9N       20240101000575100000005000 0900000050000009   
0601SGC9N       20240101000580100000005000 0900000050000009   
0601SGC9N       20240101000585100000005000 0900000050000009   
0601SGC9N       20240101000590100000005000 0900000050000008   
0601SGC9N       20240101000595100000005000 0900000050000008   
0601SGC9N       20240101000600100000005000 0900000050000008   
0601SGC9N       20240101000605100000005000 0900000050000008   
0601SGC9N       20240101000610100000005000 0900000050000008   
0601SGC9N       20240101000615100000005000 0900000050000008   
0601SGC9N       20240101000620100000005000 0900000050000008   
0601SGC9N       20240101000625100000005000 0900000050000008   
0601SGC9N       20240101000630100000005000 0900000050000008   
0601SGC9N       20240101000635100000005000 0900000050000008   
0601SGC9N       20240101000640100000005000 0900000050000008   
0601SGC9N       20240101000645100000005000 0900000050000008   
0601SGC9N       20240101000650100000005000 0900000050000008   
0601SGC9N       20240101000655100000005000 0900000050000008   
0601SGC9N       20240101000660100000005000 0900000050000008   
0601SGC9N       20240101000665100000005000 0900000050000007   
0601SGC9N       20240101000670100000005000 0900000050000007   
0601SGC9N       20240101000675100000005000 0900000050000007   
0601SGC9N       20240101000680100000005000 0900000050000007   
0601SGC9N       20240101000685100000005000 0900000050000007   
0601SGC9N       20240101000690100000005000 0900000050000007   
0601SGC9N       20240101000695100000005000 0900000050000007   
0601SGC9N       20240101000700100000005000 0900000050000007   
0601SGC9N       20240101000705100000005000 0900000050000007   
0601SGC9N       20240101000710100000005000 0900000050000007   
0601SGC9N       20240101000715100000005000 0900000050000007   
0601SGC9N       20240101000720100000005000 0900000050000007   
0601SGC9N       20240101000725100000005000 0900000050000007   
0601SGC9N       20240101000730100000005000 0900000050000007   
0601SGC9N       20240101000735100000005000 0900000050000007   
0601SGC9N       20240101000740100000005000 0900000050000007   
0601SGC9N       20240101000745100000005000 0900000050000007   
0601SGC9N       20240101000750100000005000 0900000050000007   
0601SGC9N       20240101000755100000005000 0900000050000007   
0601SGC9N       20240101000760100000005000 0900000050000007   
0601SGC9N       20240101000765100000005000 0900000050000007   
0601SGC9N       20240101000770100000005000 0900000050000006   
0601SGC9N       20240101000775100000005000 0900000050000006   
0601SGC9N       20240101000780100000005000 0900000050000006   
0601SGC9N       20240101000785100000005000 0900000050000006   
0601SGC9N       20240101000790100000005000 0900000050000006   
0601SGC9N       20240101000795100000005000 0900000050000006   
0601SGC9N       20240101000800100000005000 0900000050000006   
0601SGC9N       20240101000805100000005000 0900000050000006   
0601SGC9N       20240101000810100000005000 0900000050000006   
0601SGC9N       20240101000815100000005000 0900000050000006   
0601SGC9N       20240101000820100000005000 0900000050000006   
0601SGC9N       20240101000825100000005000 0900000050000006   
0601SGC9N       20240101000830100000005000 0900000050000006   
0601SGC9N       20240101000835100000005000 0900000050000008   
0601SGC9N       20240101000840100000005000 0900000050000010   
0601SGC9N       20240101000845100000005000 0900000050000013   
0601SGC9N       20240101000850100000005000 0900000050000015   
0601SGC9N       20240101000855100000005000 0900000050000018   
0601SGC9N       20240101000860100000005000 0900000050000021   
0601SGC9N       20240101000865100000005000 0900000050000023   
0601SGC9N       20240101000870100000005000 0900000050000026   
0601SGC9N       20240101000875100000005000 0900000050000028   
0601SGC9N       20240101000880100000005000 0900000050000030   
0601SGC9N       20240101000885100000005000 0900000050000033   
0601SGC9N       20240101000890100000005000 0900000050000035   
0601SGC9N       20240101000895100000005000 0900000050000038   
0601SGC9N       20240101000900100000005000 0900000050000040   
0601SGC9N       20240101000905100000005000 0900000050000042   
0601SGC9N       20240101000910100000005000 0900000050000046   
0601SGC9N       20240101000915100000005000 0900000050000049   
0601SGC9N       20240101000920100000005000 0900000050000054   
0601SGC9N       20240101000925100000005000 0900000050000057   
0601SGC9N       20240101000930100000005000 0900000050000061   
0601SGC9N       20240101000935100000005000 0900000050000065   
0601SGC9N       20240101000940100000005000 0900000050000068   
0601SGC9N       20240101000945100000005000 0900000050000073   
0601SGC9N       20240101000950100000005000 0900000050000075   
0601SGC9N       20240101000955100000005000 0900000050000080   
0601SGC9N       20240101000960100000005000 0900000050000084   
0601SGC9N       20240101000965100000005000 0900000050000087   
0601SGC9N       20240101000970100000005000 0900000050000091   
0601SGC9N       20240101000975100000005000 0900000050000093   
0601SGC9N       20240101000980100000005000 0900000050000098   
0601SGC9N       20240101000985100000005000 0900000050000102   
0601SGC9N       20240101000990100000005000 0900000050000104   
0601SGC9N       20240101000995100000005000 0900000050000108   
0601SGC9N       20240101001000100000005000 0900000050000111   
0601SGC9N       20240101001005100000005000 0900000050000115   
0601SGC9N       20240101001010100000005000 0900000050000119   
0601SGC9N       20240101001015100000005000 0900000050000122   
0601SGC9N       20240101001020100000005000 0900000050000125   
0601SGC9N       20240101001025100000005000 0900000050000128   
0601SGC9N       20240101001030100000005000 0900000050000132   
0601SGC9N       20240101001035100000005000 0900000050000136   
0601SGC9N       20240101001040100000005000 0900000050000138   
0601SGC9N       20240101001045100000005000 0900000050000142   
0601SGC9N       20240101001050100000005000 0900000050000144   
0601SGC9N       20240101001055100000005000 0900000050000148   
0601SGC9N       20240101001060100000005000 0900000050000152   
0601SGC9N       20240101001065100000005000 0900000050000154   
0601SGC9N       20240101001070100000005000 0900000050000158   
0601SGC9N       20240101001075100000005000 0900000050000160   
0601SGC9N       20240101001080100000005000 0900000050000164   
0601SGC9N       20240101001085100000005000 0900000050000168   
0601SGC9N       20240101001090100000005000 0900000050000170   
0601SGC9N       20240101001095100000005000 0900000050000174   
0601SGC9N       20240101001100100000005000 0900000050000176   
0601SGC9N       20240101001105100000005000 0900000050000179   
0601SGC9N       20240101001110100000005000 0900000050000183   
0601SGC9N       20240101001115100000005000 0900000050000185   
0601SGC9N       20240101001120100000005000 0900000050000189   
0601SGC9N       20240101001125100000005000 0900000050000191   
0601SGC9N       20240101001130100000005000 0900000050000194   
0601SGC9N       20240101001135100000005000 0900000050000198   
0601SGC9N       20240101001140100000005000 0900000050000200   
0601SGC9N       20240101001145100000005000 0900000050000203   
0601SGC9N       20240101001150100000005000 0900000050000205   
0601SGC9N       20240101001155100000005000 0900000050000209   
0601SGC9N       20240101001160100000005000 0900000050000212   
0601SGC9N       20240101001165100000005000 0900000050000214   
0601SGC9N       20240101001170100000005000 0900000050000217   
0601SGC9N       20240101001175100000005000 0900000050000219   
0601SGC9N       20240101001180100000005000 0900000050000223   
0601SGC9N       20240101001185100000005000 0900000050000225   
0601SGC9N       20240101001190100000005000 0900000050000228   
0601SGC9N       20240101001195100000005000 0900000050000231   
0601SGC9N       20240101001200100000005000 0900000050000233   
0601SGC9N       20240101001205100000005000 0900000050000236   
0601SGC9N       20240101001210100000005000 0900000050000238   
0601SGC9N       20240101001215100000005000 0900000050000242   
0601SGC9N       20240101001220100000005000 0900000050000245   
0601SGC9N       20240101001225100000005000 0900000050000247   
0601SGC9N       20240101001230100000005000 0900000050000250   
0601SGC9N       20240101001235100000005000 0900000050000253   
0601SGC9N       20240101001240100000005000 0900000050000255   
0601SGC9N       20240101001245100000005000 0900000050000258   
0601SGC9N       20240101001250100000005000 0900000050000262   
0601SGC9N       20240101001255100000005000 0900000050000267   
0601SGC9N       20240101001260100000005000 0900000050000273   
0601SGC9N       20240101001265100000005000 0900000050000277   
0601SGC9N       20240101001270100000005000 0900000050000282   
0601SGC9N       20240101001275100000005000 0900000050000288   
0601SGC9N       20240101001280100000005000 0900000050000292   
0601SGC9N       20240101001285100000005000 0900000050000297   
0601SGC9N       20240101001290100000005000 0900000050000302   
0601SGC9N       20240101001295100000005000 0900000050000306   
0601SGC9N       20240101001300100000005000 0900000050000312   
0601SGC9N       20240101001305100000005000 0900000050000317   
0601SGC9N       20240101001310100000005000 0900000050000321   
0601SGC9N       20240101001315100000005000 0900000050000327   
0601SGC9N       20240101001320100000005000 0900000050000332   
0601SGC9N       20240101001325100000005000 0900000050000336   
0601SGC9N       20240101001330100000005000 0900000050000342   
0601SGC9N       20240101001335100000005000 0900000050000347   
0601SGC9N       20240101001340100000005000 0900000050000351   
0601SGC9N       20240101001345100000005000 0900000050000357   
0601SGC9N       20240101001350100000005000 0900000050000362   
0601SGC9N       20240101001355100000005000 0900000050000366   
0601SGC9N       20240101001360100000005000 0900000050000371   
0601SGC9N       20240101001365100000005000 0900000050000376   
0601SGC9N       20240101001370100000005000 0900000050000380   
0601SGC9N       20240101001375100000005000 0900000050000385   
0601SGC9N       20240101001380100000005000 0900000050000390   
0601SGC9N       20240101001385100000005000 0900000050000394   
0601SGC9N       20240101001390100000005000 0900000050000399   
0601SGC9N       20240101001395100000005000 0900000050000404   
0601SGC9N       20240101001400100000005000 0900000050000408   
0601SGC9N       20240101001405100000005000 0900000050000413   
0601SGC9N       20240101001410100000005000 0900000050000418   
0601SGC9N       20240101001415100000005000 0900000050000421   
0601SGC9N       20240101001420100000005000 0900000050000426   
0601SGC9N       20240101001425100000005000 0900000050000431   
0601SGC9N       20240101001430100000005000 0900000050000435   
0601SGC9N       20240101001435100000005000 0900000050000440   
0601SGC9N       20240101001440100000005000 0900000050000445   
0601SGC9N       20240101001445100000005000 0900000050000449   
0601SGC9N       20240101001450100000005000 0900000050000454   
0601SGC9N       20240101001455100000005000 0900000050000459   
0601SGC9N       20240101001460100000005000 0900000050000462   
0601SGC9N       20240101001465100000005000 0900000050000468   
0601SGC9N       20240101001470100000005000 0900000050000473   
0601SGC9N       20240101001475100000005000 0900000050000476   
0601SGC9N       20240101001480100000005000 0900000050000481   
0601SGC9N       20240101001485100000005000 0900000050000486   
0601SGC9N       20240101001490100000005000 0900000050000489   
0601SGC9N       20240101001495100000005000 0900000050000494   
0601SGC9N       20240101001500100000005000 0900000050000499   
0601SGC9N       20240101001505100000005000 0900000050000502   
0601SGC9N       20240101001510100000005000 0900000050000507   
0601SGC9N       20240101001515100000005000 0900000050000511   
0601SGC9N       20240101001520100000005000 0900000050000514   
0601SGC9N       20240101001525100000005000 0900000050000519   
0601SGC9N       20240101001530100000005000 0900000050000523   
0601SGC9N       20240101001535100000005000 0900000050000526   
0601SGC9N       20240101001540100000005000 0900000050000531   
0601SGC9N       20240101001545100000005000 0900000050000534   
